data_inicio,data_fim,id_evento,gravidade,descricao,latitude,longitude,tipo_ocorrencia
2022-01-30 21:10:44.000000 UTC,2022-01-30 23:49:49.000000 UTC,70657,Baixo,R. pio dutra - freguesia (ilha do governador),-22.7927046,-43.1743914,Bolsão d'água em via
2022-01-29 15:30:31.000000 UTC,2022-01-29 16:19:03.000000 UTC,70590,Baixo,"R. pio dutra, 440 - freguesia (ilha do governador)",-22.7927046,-43.1743914,Bolsão d'água em via
2022-01-11 17:47:47.000000 UTC,2022-01-11 18:52:32.000000 UTC,70102,Baixo,R. aimoré - alt. mercado guanabara - penha,-22.8454793,-43.2861226,Alagamento
2022-01-11 18:54:04.000000 UTC,2022-01-11 19:02:28.000000 UTC,70118,Baixo,"R. arriba, 370 - cacuia",-22.8194319,-43.1877906,Alagamento
2022-01-11 18:13:07.000000 UTC,2022-01-11 18:59:34.000000 UTC,70108,Baixo,R. max yantok - bancários,-22.7917275,-43.182906,Alagamento
2022-01-11 18:27:08.000000 UTC,2022-01-11 19:31:11.000000 UTC,70114,Baixo,R. 24 de fevereiro - bonsucesso,-22.8605819,-43.2500828,Alagamento
2022-01-11 17:16:38.000000 UTC,2022-01-11 18:03:18.000000 UTC,70092,Baixo,Boulevard 28 de setembro - alt. r. felipe camarão - vila isabel,-22.9153377,-43.2426739,Alagamento
2022-01-11 18:37:27.000000 UTC,2022-01-12 05:38:29.000000 UTC,70115,Baixo,"Av. eng. souza filho, 1188 - jacarepaguá",-22.9748397,-43.3357246,Alagamento
2022-01-11 18:47:34.000000 UTC,2022-01-11 18:55:44.000000 UTC,70117,Baixo,"Rua uçá, 742 - jardim guanabara",-22.8183744,-43.2016314,Alagamento
2022-01-11 18:19:47.000000 UTC,2022-01-11 19:01:55.000000 UTC,70111,Baixo,R. mangalô - jardim guanabara,-22.8161252,-43.196527499999988,Alagamento
2022-01-11 18:17:11.000000 UTC,2022-01-11 19:00:18.000000 UTC,70109,Baixo,Av. cel. luís oliveira sampaio - jardim guanabara,-22.8156252,-43.1887789,Alagamento
2022-01-11 18:41:16.000000 UTC,2022-01-11 18:56:19.000000 UTC,70116,Baixo,R. arujá - freguesia (ilha do governador),-22.7932597,-43.1736173,Alagamento
2022-01-11 18:23:40.000000 UTC,2022-01-11 19:01:00.000000 UTC,70112,Baixo,"R. pio dutra, 532 - freguesia (ilha do governador)",-22.7929607,-43.1752092,Alagamento
2022-01-11 17:24:03.000000 UTC,2022-01-11 17:52:03.000000 UTC,70096,Baixo,"Av. das américas, alt. downtown, sent centro - barra da tijuca",-23.0076006,-43.4381311,Bolsão d'água em via
2022-01-11 17:18:02.000000 UTC,2022-01-11 18:56:58.000000 UTC,70093,Baixo,"R. tonelero, alt. r. siqueira campos - copacabana",-22.9666427,-43.1852321,Bolsão d'água em via
2022-01-16 20:35:34.000000 UTC,2022-01-16 20:55:53.000000 UTC,70222,Baixo,"R. tonelero, alt. r. siqueira campos - copacabana",-22.9666427,-43.1852321,Bolsão d'água em via
2022-01-08 17:32:28.000000 UTC,2022-01-08 19:39:42.000000 UTC,69998,Baixo,R. tonelero -alt. r. siqueira campos - copacabana,-22.9666427,-43.1852321,Bolsão d'água em via
2022-01-29 16:37:06.000000 UTC,2022-01-29 16:58:45.000000 UTC,70604,Baixo,"Trevo das magaridas, alt. av. brasil - irajá - ambos os sentidos",-22.8204814,-43.3204012,Bolsão d'água em via
2022-01-11 16:12:26.000000 UTC,2022-01-11 18:00:46.000000 UTC,70080,Baixo,Av. brasil - alt. trevo das margaridas - irajá - sent. centro,-22.8204814,-43.3204012,Bolsão d'água em via
2022-01-29 15:01:23.000000 UTC,2022-01-29 16:35:52.000000 UTC,70583,Baixo,"Trevo das magaridas, alt. av. brasil - irajá - ambos os sentidos",-22.8204814,-43.3204012,Bolsão d'água em via
2022-01-06 20:31:24.000000 UTC,2022-01-07 00:21:40.000000 UTC,69918,Baixo,Av. ayrton senna - alt. ponte santos dumond - barra da tijuca - sent. av. abelardo bueno.,-22.9829359,-43.365378,Bolsão d'água em via
2022-01-16 19:26:38.000000 UTC,2022-01-16 21:28:23.000000 UTC,70211,Medio,"Rua do cadete, alt. r. silveira martins - catete - sent. glória",-22.9270219,-43.1766223,Bolsão d'água em via
2022-01-16 20:17:17.000000 UTC,2022-01-16 21:19:47.000000 UTC,70221,Medio,"Rua do lavradio, alt. r. do rezende - centro",-22.9107432,-43.182767899999988,Bolsão d'água em via
2022-01-29 15:45:51.000000 UTC,2022-01-30 07:48:09.000000 UTC,70593,Medio,"Av. chrisóstomo pimentel de oliveira, 1073 (via light) - anchieta",-22.8171132,-43.3905401,Bolsão d'água em via
2022-01-29 15:38:29.000000 UTC,2022-01-29 17:39:47.000000 UTC,70592,Medio,"Av brasil, alt. atacadão - sent. z. oeste",-22.886501,-43.233363300000008,Bolsão d'água em via
2022-01-07 08:40:43.000000 UTC,2022-01-07 09:06:56.000000 UTC,69932,Medio,Estr. do catonho - alt. estr. cafundá - jardim sulacap,-22.906854778632962,-43.379890772152713,Bolsão d'água em via
2022-01-29 16:09:47.000000 UTC,2022-01-29 17:27:14.000000 UTC,70599,Medio,"Estr. do catonho, alt. estr. do cafundá - jardim sulacap",-22.898978,-43.3891283,Bolsão d'água em via
2022-01-07 07:47:21.000000 UTC,2022-01-07 14:10:37.000000 UTC,69926,Medio,R. pio dutra - freguesia (ilha do governador),-22.7927046,-43.1743914,Bolsão d'água em via
